nome_cientifico,reino,filo,classe,ordem,familia,genero,grupo_taxonomico
Phrynomedusa vanzolinii,Animalia,Chordata,Amphibia,Anura,Phyllomedusidae,Phrynomedusa,anfibios
Aegla okora,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Odontesthes bicudo,Animalia,Chordata,Actinopterygii,Atheriniformes,Atherinopsidae,Odontesthes,peixes
Monomorium delabiei,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Monomorium,insetos
Mobula birostris,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Mobulidae,Mobula,peixes
Arhinolemur gaiero,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Arhinolemur,peixes
Steindachneridion parahybae,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae,Steindachneridion,peixes
Dermochelys coriacea,Animalia,Chordata,Reptilia,Testudines,Dermochelyidae,Dermochelys,repteis
Pseudobatos horkelii,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae,Pseudobatos,peixes
Myrmotherula minor,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,aves
Syndactyla ucayalae,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Syndactyla,aves
Epiperipatus adenocryptus,Animalia,Onychophora,Onychophora,Euonychophora,Peripatidae,Epiperipatus,outros
Ololygon muriciensis,Animalia,Chordata,Amphibia,Anura,Hylidae,Ololygon,anfibios
Aspidoras mephisto,Animalia,Chordata,Actinopterygii,Siluriformes,Callichthyidae,Aspidoras,peixes
Hypsolebias faouri,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Discocyrtus pedrosoi,Animalia,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Discocyrtus,aracnideos
Alouatta guariba guariba,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,mamiferos
Epiperipatus paurognostus,Animalia,Onychophora,Onychophora,Euonychophora,Peripatidae,Epiperipatus,outros
Pseudochthonius koinopoliteia,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Chthoniidae,Pseudochthonius,aracnideos
Sparisoma amplum,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Sparisoma,peixes
Trichomycterus itacarambiensis,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Trichomycterus,peixes
Atelocynus microtis,Animalia,Chordata,Mammalia,Carnivora,Canidae,Atelocynus,mamiferos
Spelaeogammarus bahiensis,Animalia,Arthropoda,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus,crustaceos
Hippocampus patagonicus,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,peixes
Brachycephalus pernix,Animalia,Chordata,Amphibia,Anura,Brachycephalidae,Brachycephalus,anfibios
Currhaeus polegattoi,Animalia,Arthropoda,Insecta,Coleoptera,Lycidae,Currhaeus,insetos
Circoniscus mendesi,Animalia,Arthropoda,Malacostraca,Isopoda,Scleropactidae,Circoniscus,crustaceos
Spelaeogammarus titan,Animalia,Arthropoda,Malacostraca,Amphipoda,Artesiidae,Spelaeogammarus,crustaceos
Ituglanis passensis,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Ituglanis,peixes
Camelobaetidius juparana,Animalia,Arthropoda,Insecta,Ephemeroptera,Baetidae,Camelobaetidius,insetos
Coendou speratus,Animalia,Chordata,Mammalia,Rodentia,Erethizontidae,Coendou,mamiferos
Hypsolebias radiseriatus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Megalobulimus cardosoi,Animalia,Mollusca,Gastropoda,Stylommatophora,Strophocheilidae,Megalobulimus,moluscos
Hypsolebias nielseni,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Hypsolebias auratus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Callicebus barbarabrownae,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Callicebus,mamiferos
Charadrius wilsonia,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Charadrius,aves
Penelope superciliaris alagoensis,Animalia,Chordata,Aves,Galliformes,Cracidae,Penelope,aves
Lagothrix lagothricha,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,mamiferos
Stegastes sanctipauli,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae,Stegastes,peixes
Melanophryniscus montevidensis,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,anfibios
Sphyrna zygaena,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,peixes
Pararrhopalites ubiquum,Animalia,Arthropoda,Entognatha,Symphypleona,Sminthuridae,Pararrhopalites,outros
Girardia spelaea,Animalia,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Girardia,outros
Hylodes sazimai,Animalia,Chordata,Amphibia,Anura,Hylodidae,Hylodes,anfibios
Celeus obrieni,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,aves
Harmonicon cerberus,Animalia,Arthropoda,Arachnida,Araneae,Dipluridae,Harmonicon,aracnideos
Apostolepis phillipsi,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Apostolepis,repteis
Ophthalmolebias ilheusensis,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Ophthalmolebias,peixes
Mesaphorura maricaensis,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Mesaphorura,outros
Hasemania piatan,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Hasemania,peixes
Maxchernes iporangae,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Chernetidae,Maxchernes,aracnideos
Pristis pectinata,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,peixes
Melanorivulus pinima,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Melanorivulus,peixes
Colobodactylus dalcyanus,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Colobodactylus,repteis
Allokoenenia canhembora,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Allokoenenia,aracnideos
Hypleurochilus brasil,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Hypleurochilus,peixes
Trichechus manatus,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,mamiferos
Leposoma baturitensis,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Leposoma,repteis
Endecous apterus,Animalia,Arthropoda,Insecta,Orthoptera,Phalangopsidae,Endecous,insetos
Eukoenenia cavatica,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Eukoenenia,aracnideos
Amphisbaena supernumeraria,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Amphisbaena,repteis
Aburria jacutinga,Animalia,Chordata,Aves,Galliformes,Cracidae,Aburria,aves
Hyporthodus nigritus,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Hyporthodus,peixes
Centris thelyopsis,Animalia,Arthropoda,Insecta,Hymenoptera,Apidae,Centris,insetos
Garcialebias cheffei,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Oncinocampa trajanoae,Animalia,Arthropoda,Entognatha,Diplura,Campodeidae,Oncinocampa,outros
Eukoenenia maquinensis,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Eukoenenia,aracnideos
Hylodes magalhaesi,Animalia,Chordata,Amphibia,Anura,Hylodidae,Hylodes,anfibios
Phaneromerium troglopterygotum,Animalia,Arthropoda,Diplopoda,Polydesmida,Trichopolydesmidae,Phaneromerium,outros
Garcialebias nachtigalli,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Trichechus inunguis,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,mamiferos
Crossodactylodes itambe,Animalia,Chordata,Amphibia,Anura,Leptodactylidae,Crossodactylodes,anfibios
Coarazuphium tapiaguassu,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Coarazuphium,insetos
Aegla inconspicua,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Psilops seductus,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Psilops,repteis
Strix huhula albomarginata,Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,aves
Ancistrus cryptophthalmus,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,peixes
Phalotris multipunctatus,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Phalotris,repteis
Ochyrocera ritxoco,Animalia,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Ochyrocera,aracnideos
Sclerurus caudacutus caligineus,Animalia,Chordata,Aves,Passeriformes,Scleruridae,Sclerurus,aves
Callistomys pictus,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Callistomys,mamiferos
Cebus kaapori,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus,mamiferos
Amydetes bellorum,Animalia,Arthropoda,Insecta,Coleoptera,Lampyridae,Amydetes,insetos
Acantholebias quirogai,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Acantholebias,peixes
Pseudochthonius diamachi,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Chthoniidae,Pseudochthonius,aracnideos
Drymusa spelunca,Animalia,Arthropoda,Arachnida,Araneae,Drymusidae,Drymusa,aracnideos
Rodriguesophis scriptorcibatus,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Rodriguesophis,repteis
Nyceryx mielkei,Animalia,Arthropoda,Insecta,Lepidoptera,Sphingidae,Nyceryx,insetos
Calidris canutus,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,aves
Platyrinchus leucoryphus,Animalia,Chordata,Aves,Passeriformes,Platyrinchidae,Platyrinchus,aves
Neomorphus geoffroyi geoffroyi,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Neomorphus,aves
Erebonyx catacumbae,Animalia,Arthropoda,Insecta,Orthoptera,Phalangopsidae,Erebonyx,insetos
Cynolebias griseus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias,peixes
Cryptops iporangensis,Animalia,Arthropoda,Chilopoda,Scolopendromorpha,Cryptopidae,Cryptops,outros
Altitatiayus campoi,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Altitatiayus,insetos
Carcharhinus leucas,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,peixes
Conorhynchos conirostris,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae,Conorhynchos,peixes
Phaethornis major,Animalia,Chordata,Aves,Apodiformes,Trochilidae,Phaethornis,aves
Hypsolebias stellatus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Steindachneridion amblyurum,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae,Steindachneridion,peixes
Tropidurus hygomi,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Tropidurus,repteis
Actenosigynes mantiqueirensis,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,Actenosigynes,insetos
Hyphessobrycon cantoi,Animalia,Chordata,Actinopterygii,Characiformes,Characidae,Hyphessobrycon,peixes
Ochyrocera rosinha,Animalia,Arthropoda,Arachnida,Araneae,Ochyroceratidae,Ochyrocera,aracnideos
Hypanus berthalutzae,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Hypanus,peixes
Pyrrhura amazonum,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,aves
Trogon collaris eytoni,Animalia,Chordata,Aves,Trogoniformes,Trogonidae,Trogon,aves
Knipolegus franciscanus,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Knipolegus,aves
Schiffornis turdina intermedia,Animalia,Chordata,Aves,Passeriformes,Tityridae,Schiffornis,aves
Dactyloa pseudotigrina,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Dactyloa,repteis
Fluminagrion taxaense,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Fluminagrion,insetos
Leporinus pitingai,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Leporinus,peixes
Altitatiayus rotundatus,Animalia,Arthropoda,Insecta,Coleoptera,Lucanidae,Altitatiayus,insetos
Melanophryniscus admirabilis,Animalia,Chordata,Amphibia,Anura,Bufonidae,Melanophryniscus,anfibios
Achirus mucuri,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Achirus,peixes
Teleocichla centisquama,Animalia,Chordata,Actinopterygii,Cichliformes,Cichlidae,Teleocichla,peixes
Bathytoshia centroura,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Bathytoshia,peixes
Apostolepis vittata,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Apostolepis,repteis
Hypsolebias igneus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Eubalaena australis,Animalia,Chordata,Mammalia,Artiodactyla,Balaenidae,Eubalaena,mamiferos
Tangara cyanocephala cearensis,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Tangara,aves
Thalasseus acuflavidus,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,aves
Poecilia pertapeh,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,peixes
Hypsolebias gilbertobrasili,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Bothrops germanoi,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,repteis
Brasilomma enigmatica,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,Brasilomma,aracnideos
Characidium vestigipinne,Animalia,Chordata,Actinopterygii,Characiformes,Crenuchidae,Characidium,peixes
Girardia desiderensis,Animalia,Platyhelminthes,Rhabditophora,Tricladida,Dugesiidae,Girardia,outros
Cerradopatus sucuriuensis,Animalia,Onychophora,Not assigned,Not assigned,Peripatidae,Cerradopatus,outros
Scarus zelindae,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae,Scarus,peixes
Seira arenicola,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Seira,outros
Scartella itajobi,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Scartella,peixes
Megagidiella azul,Animalia,Arthropoda,Malacostraca,Amphipoda,Bogidiellidae,Megagidiella,crustaceos
Lepidocolaptes wagleri,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Lepidocolaptes,aves
Lophiosilurus alexandri,Animalia,Chordata,Actinopterygii,Siluriformes,Pseudopimelodidae,Lophiosilurus,peixes
Merulaxis stresemanni,Animalia,Chordata,Aves,Passeriformes,Rhinocryptidae,Merulaxis,aves
Nyctibius leucopterus,Animalia,Chordata,Aves,Nyctibiiformes,Nyctibiidae,Nyctibius,aves
Parancistrus nudiventris,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Parancistrus,peixes
Polyprion americanus,Animalia,Chordata,Actinopterygii,Acropomatiformes,Polyprionidae,Polyprion,peixes
Atlantirivulus lazzarotoi,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Atlantirivulus,peixes
Ranacephala hogei,Animalia,Chordata,Reptilia,Testudines,Chelidae,Ranacephala,repteis
Procnias averano averano,Animalia,Chordata,Aves,Passeriformes,Cotingidae,Procnias,aves
Atlantoraja cyclophora,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,Atlantoraja,peixes
Carajas paraua,Animalia,Arthropoda,Arachnida,Araneae,Caponiidae,Carajas,aracnideos
Leptasthenura platensis,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Leptasthenura,aves
Gubernatrix cristata,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Gubernatrix,aves
Steindachneridion punctatum,Animalia,Chordata,Actinopterygii,Siluriformes,Pimelodidae,Steindachneridion,peixes
Neomorphus geoffroyi dulcis,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Neomorphus,aves
Pyrrhura pfrimeri,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,aves
Pseudonannolene gogo,Animalia,Arthropoda,Diplopoda,Spirostreptida,Pseudonannolenidae,Pseudonannolene,outros
Cynolebias leptocephalus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynolebias,peixes
Aegla inermis,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Pseudosinella alfanjeunguiculata,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,outros
Kingsleya attenboroughi,Animalia,Arthropoda,Malacostraca,Decapoda,Pseudothelphusidae,Kingsleya,crustaceos
Sapajus flavius,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,mamiferos
Archisotoma catiae,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Isotomidae,Archisotoma,outros
Eukoenenia navi,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Eukoenenia,aracnideos
Hypsolebias virgulatus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Iansaoniscus georginae,Animalia,Arthropoda,Malacostraca,Isopoda,Pudeoniscidae,Iansaoniscus,crustaceos
Sphyrna media,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,peixes
Heptapterus multiradiatus,Animalia,Chordata,Actinopterygii,Siluriformes,Heptapteridae,Heptapterus,peixes
Petaloconchus myrakeenae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Petaloconchus,moluscos
Delturus parahybae,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Delturus,peixes
Fontitrygon colarensis,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae,Fontitrygon,peixes
Thoropa petropolitana,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Thoropa,anfibios
Anodontites iheringi,Animalia,Mollusca,Bivalvia,Unionida,Mycetopodidae,Anodontites,moluscos
Caaeteboia gaeli,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Caaeteboia,repteis
Metagonia diamantina,Animalia,Arthropoda,Arachnida,Araneae,Pholcidae,Metagonia,aracnideos
Poecilia akroa,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Poecilia,peixes
Psophia obscura,Animalia,Chordata,Aves,Gruiformes,Psophiidae,Psophia,aves
Myrmecophaga tridactyla,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,mamiferos
Automolus lammi,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Automolus,aves
Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,peixes
Stygichthys typhlops,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Stygichthys,peixes
Poneracantha wilsoni,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Poneracantha,insetos
Speothos venaticus,Animalia,Chordata,Mammalia,Carnivora,Canidae,Speothos,mamiferos
Eurolophosaurus divaricatus,Animalia,Chordata,Reptilia,Squamata,Tropiduridae,Eurolophosaurus,repteis
Balaenoptera borealis,Animalia,Chordata,Mammalia,Artiodactyla,Balaenopteridae,Balaenoptera,mamiferos
Crypturellus noctivagus noctivagus,Animalia,Chordata,Aves,Tinamiformes,Tinamidae,Crypturellus,aves
Calamodontophis ronaldoi,Animalia,Chordata,Reptilia,Squamata,Dipsadidae,Calamodontophis,repteis
Psalidodon uberaba,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Psalidodon,peixes
Pseudosinella serpentinensis,Animalia,Arthropoda,Entognatha,Entomobryomorpha,Entomobryidae,Pseudosinella,outros
Epinephelus morio,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Epinephelus,peixes
Sphyrna mokarran,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,peixes
Parapoynx restingalis,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Parapoynx,insetos
Proceratophrys sanctaritae,Animalia,Chordata,Amphibia,Anura,Odontophrynidae,Proceratophrys,anfibios
Mergus octosetaceus,Animalia,Chordata,Aves,Anseriformes,Anatidae,Mergus,aves
Enyalius capetinga,Animalia,Chordata,Reptilia,Squamata,Leiosauridae,Enyalius,repteis
Ceratophrys ornata,Animalia,Chordata,Amphibia,Anura,Ceratophryidae,Ceratophrys,anfibios
Rowlandius potiguar,Animalia,Arthropoda,Arachnida,Schizomida,Hubbardiidae,Rowlandius,aracnideos
Cnesterodon carnegiei,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Poeciliidae,Cnesterodon,peixes
Hypocnemis hypoxantha ochraceiventris,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Hypocnemis,aves
Sphaenorhynchus canga,Animalia,Chordata,Amphibia,Anura,Hylidae,Sphaenorhynchus,anfibios
Cycloramphus stejnegeri,Animalia,Chordata,Amphibia,Anura,Cycloramphidae,Cycloramphus,anfibios
Leposternon scutigerum,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Leposternon,repteis
Leontopithecus rosalia,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,mamiferos
Monodelphis vossi,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis,mamiferos
Hypsolebias carlettoi,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Leopardus munoai,Animalia,Chordata,Mammalia,Carnivora,Felidae,Leopardus,mamiferos
Coryphaspiza melanotis,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Coryphaspiza,aves
Platyrinchus niveigularis,Animalia,Chordata,Aves,Passeriformes,Platyrinchidae,Platyrinchus,aves
Pyriglena pernambucensis,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Pyriglena,aves
Cynopoecilus intimus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynopoecilus,peixes
Microakodontomys transitorius,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Microakodontomys,mamiferos
Chiropotes satanas,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Chiropotes,mamiferos
Sula sula,Animalia,Chordata,Aves,Suliformes,Sulidae,Sula,aves
Hyalella caeca,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,crustaceos
Pyriglena atra,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Pyriglena,aves
Galeorhinus galeus,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Galeorhinus,peixes
Spinus yarrellii,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,aves
Sapajus xanthosternos,Animalia,Chordata,Mammalia,Primates,Cebidae,Sapajus,mamiferos
Monocondylaea paraguayana,Animalia,Mollusca,Bivalvia,Unionida,Mycetopodidae,Monocondylaea,moluscos
Garcialebias araucarianus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Garcialebias,peixes
Sympterygia acuta,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae,Sympterygia,peixes
Dactyloa nasofrontalis,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Dactyloa,repteis
Trichomycterus rubbioli,Animalia,Chordata,Actinopterygii,Siluriformes,Trichomycteridae,Trichomycterus,peixes
Hylaeamys oniscus,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Hylaeamys,mamiferos
Callicebus personatus,Animalia,Chordata,Mammalia,Primates,Pitheciidae,Callicebus,mamiferos
Hermanella amere,Animalia,Arthropoda,Insecta,Ephemeroptera,Leptophlebiidae,Hermanella,insetos
Anthinus henselii,Animalia,Mollusca,Gastropoda,Pulmonata,Bulimulidae,Anthinus,moluscos
Ctenomys bicolor,Animalia,Chordata,Mammalia,Rodentia,Ctenomyidae,Ctenomys,mamiferos
Holoscolex dossantosi,Animalia,Annelida,Clitellata,Haplotaxida,Glossoscolecidae,Holoscolex,outros
Procellosaurinus tetradactylus,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Procellosaurinus,repteis
Melanorivulus linearis,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Melanorivulus,peixes
Aratinga solstitialis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Aratinga,aves
Cacajao spp.,Animalia,Chordata,Mammalia,Primates,Cebidae,Cacajao,mamiferos
Grallaria varia distincta,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Grallaria,aves
Pseudochthonius biseriatus,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Chthoniidae,Pseudochthonius,aracnideos
Pogonopoma parahybae,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Pogonopoma,peixes
Celeus torquatus pieteroyensi,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,aves
Simpsonichthys santanae,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Simpsonichthys,peixes
Placosoma limaverdorum,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Placosoma,repteis
Hylopezus ochroleucus,Animalia,Chordata,Aves,Passeriformes,Grallariidae,Hylopezus,aves
Sporophila falcirostris,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,aves
Dichotomius schiffleri,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Dichotomius,insetos
Simpsonichthys boitonei,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Simpsonichthys,peixes
Leptolebias marmoratus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Leptolebias,peixes
Cassidulus infidus,Animalia,Echinodermata,Echinoidea,Cassiduloida,Cassidulidae,Cassidulus,outros
Campylorhamphus cardosoi,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Campylorhamphus,aves
Leontopithecus chrysopygus,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,mamiferos
Alopoglossus collii,Animalia,Chordata,Reptilia,Squamata,Alopoglossidae,Alopoglossus,repteis
Hausera hauseri,Animalia,Platyhelminthes,Rhabditophora,Tricladida,Dimarcusidae,Hausera,outros
Dendrocincla merula badia,Animalia,Chordata,Aves,Passeriformes,Dendrocolaptidae,Dendrocincla,aves
Campellolebias dorsimaculatus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Campellolebias,peixes
Aegla perobae,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Bothrops alcatraz,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,repteis
Hypsolebias radiosus,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Otothyris juquiae,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Otothyris,peixes
Paratrygon aiereba,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Potamotrygonidae,Paratrygon,peixes
Liolaemus occipitalis,Animalia,Chordata,Reptilia,Squamata,Liolaemidae,Liolaemus,repteis
Pseudonannolene spelaea,Animalia,Arthropoda,Diplopoda,Spirostreptida,Pseudonannolenidae,Pseudonannolene,outros
Iandumoema setimapocu,Animalia,Arthropoda,Arachnida,Opiliones,Gonyleptidae,Iandumoema,aracnideos
Caparaonia itaiquara,Animalia,Chordata,Reptilia,Squamata,Gymnophthalmidae,Caparaonia,repteis
