nome_cientifico,nome_popular,reino,filo,classe,ordem,familia,genero,grupo_taxonomico
Antilophia bokermanni,soldadinho-do-araripe,Animalia,Chordata,Aves,Passeriformes,Pipridae,Antilophia,aves
Enyalius erythroceneus,Papa-vento-da-chapada,Animalia,Chordata,Reptilia,Squamata,Leiosauridae,Enyalius,repteis
Iodopleura pipra pipra,,Animalia,Chordata,Aves,Passeriformes,Tityridae,Iodopleura,aves
Arhysosage flava,,Animalia,Arthropoda,Insecta,Hymenoptera,Andrenidae,Arhysosage,insetos
Cyclopes rufus,Tamanduaí vermelho,Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes,mamiferos
Hypsolebias longignatus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Laterallus xenopterus,sanã-de-cara-ruiva,Animalia,Chordata,Aves,Gruiformes,Rallidae,Laterallus,aves
Astyanax brucutu,Lambari-da-chapada,Animalia,Chordata,Actinopterygii,Characiformes,Acestrorhamphidae,Astyanax,peixes
Coleodactylus natalensis,Lagartinho-de-folhiço-natalense,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Coleodactylus,repteis
Coryphistera alaudina,corredor-crestudo,Animalia,Chordata,Aves,Passeriformes,Furnariidae,Coryphistera,aves
Proceratophrys ararype,,Animalia,Chordata,Amphibia,Anura,Odontophrynidae,Proceratophrys,anfibios
Leposternon mineiro,Cobra-Cega,Animalia,Chordata,Reptilia,Squamata,Amphisbaenidae,Leposternon,repteis
Piculus polyzonus,Pica-paus,Animalia,Chordata,Aves,Piciformes,Picidae,Piculus,aves
Bothrops itapetiningae,Boipeva,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,repteis
Morpho epistrophus nikolajewna,borboleta,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Morpho,insetos
Ateles marginatus,Cuamba,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,mamiferos
Rhipidomys cariri,Rato-da-árvore-do-Cariri,Animalia,Chordata,Mammalia,Rodentia,Cricetidae,Rhipidomys,mamiferos
Isotogastrura mucrospatulata,,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Isotogastrura,outros
Myrmotherula urosticta,choquinha-de-rabo-cintado,Animalia,Chordata,Aves,Passeriformes,Thamnophilidae,Myrmotherula,aves
Cynopoecilus multipapillatus,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Cynopoecilus,peixes
Pyrrhura anerythra,Tiribas,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Pyrrhura,aves
Melanorivulus rutilicaudus,,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Melanorivulus,peixes
Pempheris gasparinii,Piaba-de-Trindade,Animalia,Chordata,Actinopterygii,Perciformes,Pempheridae,Pempheris,peixes
Minagrion canaanense,libélula,Animalia,Arthropoda,Insecta,Odonata,Coenagrionidae,Minagrion,insetos
Crossodactylus boulengeri,,Animalia,Chordata,Amphibia,Anura,Hylodidae,Crossodactylus,anfibios
Trinomys moojeni,Rato-de-espinho,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Trinomys,mamiferos
Arrhopalites paranaensis,,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,outros
Ophthalmolebias constanciae,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Ophthalmolebias,peixes
Hypsolebias rufus,Peixe-anual,Animalia,Chordata,Actinopterygii,Cyprinodontiformes,Rivulidae,Hypsolebias,peixes
Attila spadiceus uropygiatus,,Animalia,Chordata,Aves,Passeriformes,Tyrannidae,Attila,aves
Metopioxys carajas,,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Metopioxys,insetos
Epinephelus marginatus,Garoupa-verdadeira,Animalia,Chordata,Actinopterygii,Perciformes,Epinephelidae,Epinephelus,peixes
Corallus cropanii,Jibóia amarela,Animalia,Chordata,Reptilia,Squamata,Boidae,Corallus,repteis
Parotocinclus spilurus,Cascudinho,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Parotocinclus,peixes
Arrhopalites gnaspinii,,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,outros
Cavia intermedia,Preá-de-Moleques-do-Sul,Animalia,Chordata,Mammalia,Rodentia,Caviidae,Cavia,mamiferos
Carcharhinus signatus,Tubarão-toninha,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,peixes
Bothrops insularis,Jararaca-ilhôa,Animalia,Chordata,Reptilia,Squamata,Viperidae,Bothrops,repteis
Enneanectes smithi,Blênio-de-São-Paulo,Animalia,Chordata,Actinopterygii,Blenniiformes,Tripterygiidae,Enneanectes,peixes
Trinomys eliasi,Rato-de-espinho,Animalia,Chordata,Mammalia,Rodentia,Echimyidae,Trinomys,mamiferos
Pristis pristis,Espadarte-serra,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,peixes
Castalia martensi,Bivalve,Animalia,Mollusca,Bivalvia,Unionida,Hyriidae,Castalia,moluscos
Pseudonannolene tocaiensis,,Animalia,Arthropoda,Diplopoda,Spirostreptida,Pseudonannolenidae,Pseudonannolene,outros
Ancistrus formoso,cascudo-cego,Animalia,Chordata,Actinopterygii,Siluriformes,Loricariidae,Ancistrus,peixes
Parides bunichus chamissonia,borboleta,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parides,insetos
Leila blainvilliana,Bivalve,Animalia,Mollusca,Bivalvia,Unionida,Mycetopodidae,Leila,moluscos
Cyphorhinus griseolateralis,,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,Cyphorhinus,aves
Arrhopalites amorimi,,Animalia,Arthropoda,Entognatha,Symphypleona,Arrhopalitidae,Arrhopalites,outros
Glaucomastix cyanura,Calango,Animalia,Chordata,Reptilia,Squamata,Teiidae,Glaucomastix,repteis
Hyalella imbya,,Animalia,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,crustaceos
Bradypus torquatus,Preguiça-de-coleira do Nordeste,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus,mamiferos
Eukoenenia potiguar,,Animalia,Arthropoda,Arachnida,Palpigradi,Eukoeneniidae,Eukoenenia,aracnideos
Ozotoceros bezoarticus bezoarticus,Veado,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Ozotoceros,mamiferos
Macrostrombus costatus,,Animalia,Mollusca,Gastropoda,Littorinimorpha,Strombidae,Macrostrombus,moluscos
Lagothrix lagothricha cana,Macaco-barrigudo-cinza,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,mamiferos
Eretmochelys imbricata,Tartaruga-Verdadeira,Animalia,Chordata,Reptilia,Testudines,Cheloniidae,Eretmochelys,repteis
Urubitinga coronata,,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Urubitinga,aves
Diomedea dabbenena,albatroz-da-tristão-da-cunha,Animalia,Chordata,Aves,Procellariiformes,Diomedeidae,Diomedea,aves
Parides panthonus castilhoi,borboleta,Animalia,Arthropoda,Insecta,Lepidoptera,Papilionidae,Parides,insetos
Whiteheadiana thaisae,,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Whiteheadiana,insetos
Sphyrna tiburo,,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,peixes
Saguinus bicolor,Sagui-bicolor,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus,mamiferos
Celeus torquatus tinnunculus,Pica-pau-de-coleira-do-sudeste,Animalia,Chordata,Aves,Piciformes,Picidae,Celeus,aves
Proceratophrys palustris,,Animalia,Chordata,Amphibia,Anura,Odontophrynidae,Proceratophrys,anfibios
Hypomasticus santanai,Piau,Animalia,Chordata,Actinopterygii,Characiformes,Anostomidae,Hypomasticus,peixes
Aegla rosanae,Egla,Animalia,Arthropoda,Malacostraca,Decapoda,Aeglidae,Aegla,crustaceos
Ateles belzebuth,Coatá,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles,mamiferos
Cichlopsis leucogenys,Sabiá-castanha,Animalia,Chordata,Aves,Passeriformes,Turdidae,Cichlopsis,aves
Astropecten marginatus,,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Astropecten,outros
Sporophila maximiliani,bicudo,Animalia,Chordata,Aves,Passeriformes,Thraupidae,Sporophila,aves
